table,id,word,part_of_speech,english_translation,word_length,difficulty_level
"dictionary_ai","9ea221b6-75c3-40ef-b7fd-db705f99793a","Gbega","v.","to raise or lift; magnify; exalt; make much of; advance in rank; uphold.","5","intermediate"
"dictionary_ai","2e25bc39-a30d-46d3-b5fc-e6fb4d981352","Ìsandun","n.","partaking of the first fruits of the year","7","advanced"
"dictionary_ai","d47ea5f8-b26d-40da-b1f6-f4246d0eed67","Agbọnbéré","noun","a children's game of snatching eatables from one another.","9","advanced"
"dictionary_ai","6da32538-09ed-4b7e-83a6-86b24245afcc","Àmì","n.","sign; omen; token; indication; badge; impression; visage; note; mole.","3","easy"
"dictionary_ai","2612e078-75c8-414f-bb43-dd7fc561ff72","Àmísí","n.","a breathing into.","5","intermediate"
"dictionary_ai","22f1a110-4692-4224-9bcf-aaeccd3f36ba","Àmojúkúrò","n.","that which is to be overlooked.","9","advanced"
"dictionary_ai","08371dab-1379-4072-bdea-f15e3f796116","Àmọ́dún","n.","next year; a return of the season.","7","advanced"
"dictionary_ai","fcc00376-3196-45c9-9e14-c40f4198c454","Àmọ́nà","n.","booty; plunder. Hence jãma (jẹ àmọ̀nà), to plunder, or soldiers who plunder.","6","intermediate"
"dictionary_ai","73827cfb-6ce0-4796-be9c-e1fb5ba87f3f","Àmúdá","n.","the act of seizing one for debt incurred by the family or neighbour; a hostage for debt. (See Èmú.)","5","intermediate"
"dictionary_ai","4c82c075-9791-49e8-9c73-81cb264d7761","Amu-ofin-ṣẹ ijoye","n.","a sheriff.","17","advanced"
"dictionary_ai","d93fbcbd-3c7d-4bc3-8891-882fc9bdd9ef","Àmúrán","n.","a hook used by tailors to hold cloth when sewing.","6","intermediate"
"dictionary_ai","7f7b9508-bf91-4fce-b82b-e48a5e151e21","Àmúwá","n.","issue; ultimate product.","5","intermediate"
"dictionary_ai","4995de42-a169-40db-a53d-d1422b0295a9","Àndọ̀lá","n.","a plaything; trifling.","7","advanced"
"dictionary_ai","fd318265-4726-418d-ac8c-687d2a5d8893","Ànítán","n.","perfection; completion; full possession.","6","intermediate"
"dictionary_ai","396e083f-7396-43b1-9bc1-a7e552b47f02","Antètè","n.","a cricket.","6","intermediate"
"dictionary_ai","f6e6ddcc-b89b-4dc8-8eac-2b7736aae58a","Aparẹ́","n.","defacement; abrogation; obliteration; abolition.","6","intermediate"
"dictionary_ai","5593186f-e55c-490a-87c5-6354827429b4","Aparò","n.","the partridge.","5","intermediate"
"dictionary_ai","3ada299b-2c0b-4772-beb1-583ae14536d4","Apèjí","n.","toothache; medicine.","5","intermediate"
"dictionary_ai","c1181d91-1437-40de-8f57-e0ccc49a79c4","Àpèjúwe","n.","sign; mark; direction; pattern; sample.","7","advanced"
"dictionary_ai","f25cedae-05e1-4cba-ba06-a89b6ab85289","Apẹ̃rẹ","n.","a sign; direction; shape; pattern; token; sample; description; specimen.","6","intermediate"
"dictionary_ai","f95e14c8-40e5-46a2-8b7a-c11d1e5d902a","Apirọrọ","n.","one who pretends to be fast asleep; one who shams.","7","advanced"
"dictionary_ai","d062e0de-f152-4ca4-a7df-d2ce76fc15c4","Àpótí ẹ̀rí","n.","the Ark of the Covenant.","10","advanced"
"dictionary_ai","109008b3-b3b0-4ed6-b4a0-8b52cf2e81d6","Àpọ̀jù","n.","the greater part; abundance; superabundance.","6","intermediate"
"dictionary_ai","f2657eb7-751d-4972-a549-d0c8057154bf","Ara","n.","a body; a member; a limb; kind; kin; trunk; matter; substance; hulk.","3","easy"
"dictionary_ai","288f4684-23e5-4073-8709-eb5208cad046","Àràbà","n.","the cotton tree.","5","intermediate"
"dictionary_ai","5bede39a-8448-4f1f-9c92-f78a25e74267","Arádá","v.t.","to be well; to recover; to be clear.","5","intermediate"
"dictionary_ai","6caab7b5-57d1-4970-a3ff-ee47020f9646","Arãlẹ","n.","an inhabitant of a place or country.","5","intermediate"
"dictionary_ai","44840759-3ea6-4681-b102-1722f286a646","Àrán","n.","velvet.","4","easy"
"dictionary_ai","96f1ec54-ac6a-4c0d-95d9-01bb4d2e13b7","Ãrẹ̀","n.","eldership; the state of being older; chief; principal; first in rank.","4","easy"
"dictionary_ai","03144cc2-a24e-4943-b23b-5865a56962cf","Arẹ̀rẹgbosun","n.","a small bird with red feathers; also called Itu, and, in Ijẹbu, Lúkútú.","12","advanced"
"dictionary_ai","cd7a16f1-41f0-451b-bdad-6232f4a254c9","Àrìnká","n.","rheumatism.","6","intermediate"
"dictionary_ai","a10d04a6-f472-412f-abf4-546e92f0ab07","Arìn ránhun rànhun","n.","a straggler.","18","advanced"
"dictionary_ai","0e1f81ed-2723-47ae-9f65-48010ba41816","Ariwo","n.","noise; uproar; brawl; broil; bustle; outbreak; clamour; tumult; riot; hue; faction; disturbance.","5","intermediate"
"dictionary_ai","84a40a59-29a4-4c89-babd-1fd1cc01033c","Ãrò","n.","a hearth; a fire place; three lumps of clay set to support a vessel over a fire.","3","easy"
"dictionary_ai","96d44279-06a4-4bf9-900f-1986a91a7afa","Aroye","n.","explanation; complaint; excuse; debate; reasoning; plea; expostulation; advocacy; allegation, controversy; loquaciousness.","5","intermediate"
"dictionary_ai","d4c3c736-e9fa-4225-a3ec-bd88c61a0c25","Arọ́jú","n.","strictness.","6","intermediate"
"dictionary_ai","9abb06c0-20a7-4dd5-9fe4-6e5381904cd4","Arọ́pò","n.","one who succeeds another, who takes over from another or is placed in another's position.","6","intermediate"
"dictionary_ai","bda643e7-9382-48cc-bf18-c855b69ad433","Àrúkùn","n. or adj.","rising to fullness as water in a well; fullness; full; perfect.","6","intermediate"
"dictionary_ai","d6dd8d1f-3514-437b-9a3d-b7427c4aebb7","Àrùn","n.","disease; sickness; ailment; distemper; disorder; malady; illness; complaint; failing; failure; pest.","4","easy"
"dictionary_ai","eb725068-f537-4443-a144-20e842d36ba0","Àsa","n.","a weaver's instrument, the batten or lay with which to press the warp.","3","easy"
"dictionary_ai","ce63561f-2204-4188-a28e-f0b5d3ac26b0","Asándá","n.","one girded with a sword.","6","intermediate"
"dictionary_ai","376b6aac-6fb4-491a-8a73-a5af6f5d523f","Asáré","n.","a runner; also called “Asúré.”","5","intermediate"
"dictionary_ai","751bbd0d-b77f-4936-8e6f-d3461409afa5","Àsásìn","n.","an unsteady person who forsakes his father to live with, and serve another.","6","intermediate"
"dictionary_ai","ffbf1475-297a-4e94-97b3-1ec7668f2fa5","Àsèkò","n.","time; hour.","5","intermediate"
"dictionary_ai","bd97f1d3-be4d-47ae-a514-3c9da0ceab59","Asèso","n.","that which is fruitful.","5","intermediate"
"dictionary_ai","b8e03519-fc19-4a81-a990-53d213d1be4d","Asẹni","n.","one who disclaims knowledge of another.","5","intermediate"
"dictionary_ai","1439955e-d324-4ab7-9b93-2decf00265a8","Alùwàlá, Alwàlá","n.","the washing of the forearms, feet, face and mouth of the Mohammedans before prayer; ablution.","15","advanced"
"dictionary_ai","2c78225d-f4e6-4567-9629-dd9c393e96d7","Asọ̀","n.","wrangling; loquaciousness; quarrelling; scolding; squabble; controversy; affray; brawl; altercation.","4","easy"
"dictionary_ai","14092eaa-8651-4fb0-990f-c1b8327c22ba","Asọni","","a prefix signifying one who causes, or one who pushes or makes another.","5","intermediate"
"dictionary_ai","aee8cdaa-04e5-4fba-865f-71375a3fdb27","Aṣúramú","n.","a hard-working indefatigable person.","7","advanced"
"dictionary_ai","a4e3def3-a331-4886-ad04-4f9455f01c08","Aṣajọ onirũru","n.","a miscellany; a collection of things.","13","advanced"
"dictionary_ai","d226c6a6-0f69-44df-bf01-997444b63451","Àṣán","n.","a plain vegetable diet, without sauce or meat.","4","easy"
"dictionary_ai","b7625992-8d1f-4f61-83b1-fa1b4d3ce61d","Àṣátì","n.","that which is put aside or set at nought; a cast-away; rejection.","5","intermediate"
"dictionary_ai","81c8ecbe-7f01-4db4-8bd7-74903d29261a","Àṣejù","n.","an extravagant action; intemperance; excess.","5","intermediate"
"dictionary_ai","8971214e-dd64-4b02-ac72-3ab725ff1d35","Àṣelékè","n.","excess; superfluity; supererogation; redundancy.","7","advanced"
"dictionary_ai","a68a1c7a-1c14-4d7c-8386-4cc6a9fd47f8","Aṣeni","n.","one who ruins another; an undoer.","5","intermediate"
"dictionary_ai","98361503-fa9a-4751-963f-57db73e4f236","Aṣere","n.","a buffoon, one who makes sport for others.","5","intermediate"
"dictionary_ai","1018a6cb-c6c3-44c8-a26d-17ac9c14b72c","Aṣetẹ́","n.","disgraceful or unsuccessful action.","6","intermediate"
"dictionary_ai","bc9cdb78-dd3a-4ce4-8e63-5147a81452ed","Àṣẹ","n.","a coming to pass; law; command; authority; commandment; enjoinment; imposition; power; precept; discipline; instruction; cannon; bidding; document; virtue; effect; consequence; imprecation.","3","easy"
"dictionary_ai","2c58d9c1-7fbd-4c80-9a5d-07650c2975c6","Aṣẹrọ","n.","a small calabash set aside to receive the remaining palm wine after the large measure is full.","5","intermediate"
"dictionary_ai","3b7085ba-4996-4805-b3b0-ce793540cf4e","Aṣipa","n.","a title of honour among the Ogboni people.","5","intermediate"
"dictionary_ai","cf0bdc34-1711-4253-b115-18ecee89a341","Àṣìsọ","n.","see Àṣìpè; wrong talking.","5","intermediate"
"dictionary_ai","3e5cebac-d2bf-4c16-9c60-b3084df2d6f2","Aṣíṣori","n.","a pistol.","7","advanced"
"dictionary_ai","ccc3e5c4-e202-4cc0-a82d-72ea09d94da3","Aṣòfò","n.","a loser.","5","intermediate"
"dictionary_ai","c85d84a0-1441-46a3-8d23-4a4aee10a37d","Aṣògún","n.","a worshipper of the god of iron (ògún); a wizard.","6","intermediate"
"dictionary_ai","ed56541e-512a-475d-b0c2-8a02b996d264","Aṣòro","n.","that which is hard or difficult.","5","intermediate"
"dictionary_ai","e89bf9ec-7123-47ed-94cf-75defcdb7479","Aṣọ itẹlẹdi","n.","cloth worn by women fastened below the arms.","11","advanced"
"dictionary_ai","3e0a136d-e52e-4476-b4cb-214ceb7d54d6","Aṣọ ọ̀gbọ̀","n.","linen.","10","advanced"
"dictionary_ai","689c370c-0a01-4d25-bc23-97b5fd66398b","Aṣọ talà","n.","muslin, calico, white cloth.","8","advanced"
"dictionary_ai","cd04761b-6d67-449f-864e-72fc4f5695cc","Atafo","n.","a tumour on the finger nail; a whitlow.","5","intermediate"
"dictionary_ai","39fd92dd-2710-4855-b6ca-5c7fde9acb82","Àtajáteran","n.","cattle; beasts of every kind.","10","advanced"
"dictionary_ai","30c3c810-3876-4c9f-9ee3-9e4f236acda7","Àtàmpàkò","n.","thumb or great toe.","8","advanced"
"dictionary_ai","4989ac67-822b-4641-8e97-a985cf464976","Àtànròkò","n.","a disease in fowls which swells their back part.","8","advanced"
"dictionary_ai","90f374aa-bd81-4cb2-9b62-f185a4b13e21","Àtàtà","adj.","important; weighty; good; genteel.","5","intermediate"
"dictionary_ai","dbe00ead-393e-47b8-8587-e26adca64383","Àtètèní","n.","first possessed, or owned.","7","advanced"
"dictionary_ai","39902887-0406-4246-b468-e2e7857727d7","Àtẹ́","n.","flatness; insipidity; disgrace; reproach.","4","easy"
"dictionary_ai","a563c5ca-2d22-4335-927e-cfad24251700","Àtẹlẹsẹ̀","n.","the sole of the foot.","8","advanced"
"dictionary_ai","3caa8d4c-3fda-4380-9fdf-f55b0e4a0bb1","Atẹ́ralógo","n.","an immoral woman.","10","advanced"
"dictionary_ai","ca6495c4-386a-42e1-aefd-4d91b72374d0","Àtẹ̀runmọ́lẹ̀","n.","state of being crushed down.","13","advanced"
"dictionary_ai","7e00652f-b7b6-43d5-9b86-2d2d756d0277","Àtigbà","n.","reception.","6","intermediate"
"dictionary_ai","78626976-343e-49f6-8039-4fb037cc08c7","Àtijò","n.","about leaking; burning.","5","intermediate"
"dictionary_ai","8c129864-b67f-4104-bed3-f3b5fd15dda5","Atilà","n.","salvation; the act of being saved or getting rich.","5","intermediate"
"dictionary_ai","1ee883a1-d647-4252-b4dc-7ab544986be6","Atinábọlé","n.","one who is guilty of arson; incendiary.","9","advanced"
"dictionary_ai","9f66885b-723d-46c2-9f37-0b4dc1c14175","Àtìpó","n.","resident; sojourner.","5","intermediate"
"dictionary_ai","225ce8c0-d463-41fb-ae8b-d4b6f43bb71b","Atiwá ọjọ","n.","sunrising; the east.","9","advanced"
"dictionary_ai","deda1426-2cf9-4f69-bb1f-74e712ffbcd0","Atójẹ","n.","that which is ripe enough for food.","5","intermediate"
"dictionary_ai","07f599fd-6bc3-4c80-a6de-d15e0484e5df","Atọ́pa lọ́tọ̀","n.","one who defies or challenges; champion.","13","advanced"
"dictionary_ai","65722ede-2f1d-46ae-bc7c-29974531581d","Atọ́ju ẹṣin","n.","ostler, horseman, groom.","11","advanced"
"dictionary_ai","2ec8f318-2849-4826-baaf-1d28417c53e9","Atọmọdọmọ","adv.","from children's children (i.e., from generation to generation).","9","advanced"
"dictionary_ai","11227b6a-a9b8-4c81-905c-09d77700ffd6","Atọrunwá","adj.","heavenly; proceeding from above; celestial; original; untainted.","8","advanced"
"dictionary_ai","cc640883-3516-4c3d-ab82-377289d052bd","Atúbọ̀tán","n.","termination.","9","advanced"
"dictionary_ai","e737c51f-b36d-4ee3-9a23-415548db9ace","Atunsọ","n.","repetition of words.","6","intermediate"
"dictionary_ai","f6cdc9f6-51d7-43fa-a72c-27554f2d0fbd","Atutà","n.","a second-hand article.","5","intermediate"
"dictionary_ai","ed7db6e5-380a-4b7f-9efc-1ee4a7b59cdc","Awáfin","n.","scrutiny; scrutinizing; search.","6","intermediate"
"dictionary_ai","6f144dbd-4310-4996-b80e-a68fdc807f80","Àwárí","n.","effective search; curiosity.","5","intermediate"
"dictionary_ai","4042acac-6174-43c8-a8e5-7e1dc4b9a943","Asogunró","n.","one who keeps the enemy at bay.","8","advanced"
"dictionary_ai","9f41bc22-3ea1-47af-9cec-49131bf12d7b","Àwẹ̀nù","n.","that which is washed off; soap.","6","intermediate"
"dictionary_ai","e6aaadc6-3b6e-49dc-991a-d916134babeb","Awin","n.","trust; credit.","4","easy"
"dictionary_ai","4b8213b5-f280-417d-91fa-4c7fc6e8fcd3","Àwíyé","n.","interpretation; explanation.","5","intermediate"
"dictionary_ai","453863e1-bf83-4018-846c-7dd97a2ad07d","Awonu","n.","a hopeless look.","5","intermediate"
"dictionary_ai","173afd0a-957d-499a-a949-830bc4ffe35d","Àwòròjobì","n.","a bird about the size of a kingfisher, light under wings. golden upper, blue fan-tail, sharp beak; insect catcher; apparently migratory, appearing about middle of November.","9","advanced"
"dictionary_ai","b4139921-a378-4a0e-adc2-13576bbe501d","Àwọ́kí","n.","several visiting together (e.g., to show sympathy in bereavement). E ku àwọ́kí, is the salutation to one thus visited.","6","intermediate"
"dictionary_ai","17f7bfb2-de03-405e-ae9c-bc6fe39561a1","Àwọ̀ pupayõ","n.","scarlet, vermilion, crimson.","11","advanced"
"dictionary_ai","2a48f743-b96c-4e47-be3c-2a4754d10421","Awọwìlìkí","n.","leather worn about the waist.","9","advanced"
"dictionary_ai","94e04880-9193-46d9-b4f7-964a2bf76ddc","Àwùjọ","n.","assembly; group; convocation; company; synod; congress; council; meeting; congregation; collection.","5","intermediate"
"dictionary_ai","86233a98-f4a2-4236-8234-21f6b6857775","Awun","n. or adj.","tortoise; greediness; miser; illiberality; parsimony; stinginess; avidity; niggard; niggardliness.","4","easy"
"dictionary_ai","934519d5-bae6-4759-b3c0-b5c02e858622","Àyarún","n.","used in conversation only; table talk; trifle; jest; mockery.","6","intermediate"
"dictionary_ai","0866f54c-e61f-4f23-81f5-2f2fd3fe9363","Àyẹ́sí","n.","an abashed, contemptible, or reproachful fellow.","6","intermediate"
"dictionary_ai","d4c00ceb-1f5a-4e3f-a842-f9d0d3332bc1","Ayí","prefix","that which turns or rolls.","3","easy"
"dictionary_ai","b43a88bd-7af8-4455-9413-59c9738bcff9","Àyídà","n.","change; round of time; next season or year.","5","intermediate"
"dictionary_ai","5b8518dd-3235-413c-a6b2-13669545a7f1","Àyin","n.","mats made from bamboo stalk.","4","easy"
"dictionary_ai","070d24e2-7cc5-44b0-a779-007d621f69c1","Ayò","n.","a game, also called Warry.","3","easy"
"dictionary_ai","60b66667-7dd2-4fc2-a3dc-9b26735a72e6","Àyọ́tà","n.","private sale or auction.","6","intermediate"
"dictionary_ai","be6d6d64-4693-45da-bea4-5ac672156381","Àyùn-àbọ̀","n.","going and coming.","9","advanced"
"dictionary_ai","9204fbde-3df5-47b1-b98f-7c723d1771e6","Bábá, Bàbà","n.","Bàbá, a great thing; Bàbà, a small thing; words used in the following proverb—Bàbá bo bàbà mọlẹ, “A great matter puts a small matter out of sight.”","10","advanced"
"dictionary_ai","409f5387-ffe0-4e18-a95a-4046fe6885f7","Baì-baì","adv.","dimly.","7","advanced"
"dictionary_ai","6bf2a218-413f-4441-bc57-3d0753165b2d","Bá-ifaiyajẹ́","v.","to frustrate the influence of charms.","12","advanced"
"dictionary_ai","dee7a2d8-dce2-4bb4-bebf-8add7a3e820b","Bá-jẹ́","v.","to corrupt; spoil; defile; destroy; deform; contaminate.","6","intermediate"
"dictionary_ai","669ba323-6605-4777-9d44-1f518d2be41d","Bãle-èrò","n.","host; landlord.","8","advanced"
"dictionary_ai","91e67148-dc9d-46d6-a01b-e0d2b3e348d6","Bà-lórukọ jẹ","v.","to slander; to defame.","12","advanced"
"dictionary_ai","ff92f12b-f0da-4b7e-af78-0f3aaeb923e6","Bànínújẹ́","v.","to displease; to grieve.","9","advanced"
"dictionary_ai","2c2d4bb2-d1f8-41c6-9266-51d064faebe7","Bárébáré","adv.","very little; the remainder.","8","advanced"
"dictionary_ai","1e65997c-b41b-4542-8dc8-954035bde997","Báti","v.","to fail; to miss one's aim.","4","easy"
"dictionary_ai","f41d5a2a-43f1-43fb-97b1-1bea16e5b558","Bá-wí","v.","to rebuke, blame, correct, chide, punish, chasten or excommunicate.","5","intermediate"
"dictionary_ai","44d39e4b-167d-4cb3-9879-8f1e50da844f","Bíbínígbeyàwó","adj.","legitimate; born in wedlock; freeborn.","13","advanced"
"dictionary_ai","e0685a3f-d985-42eb-b673-7e18c7a142f8","Bẹ́","v.","to skip; to leap from a height; to leap from place to place, or tree to tree; to cut in two at a stroke; bring forth young; litter (applied to carnivorous animals and to pigeons); to burst.","3","easy"
"dictionary_ai","dc2e5bb3-1390-4a9c-870c-d2eda8598408","Bẹ̃rẹ̃","n.","grass used for thatching, of which there are various kinds, viz., Bẹ̃rẹ̃ mẹnẹ, fine yellow grass; Bẹ̃rẹ̃ alolo, Bẹ̃rẹ̃ pasi, coarse plaited grass.","6","intermediate"
"dictionary_ai","91ad101e-92d7-463e-af02-06d84c6e6ff7","Bi-a-ti","adv.","how.","7","advanced"
"dictionary_ai","e9ab0942-5d9b-48d4-b564-e05aeee41e76","Bíbapin","n.","that which is to be participated in; participation.","7","advanced"
"dictionary_ai","5cb3a426-2526-46e1-8542-8ec2232d48a0","Bíbọ̀","adj.","boiled; patching a grass roof; threading; coming.","5","intermediate"
"dictionary_ai","1c371778-e3f4-46fd-98a9-e795f4e7b5bb","Bí-ìkà","adj.","tyrannical; cruel; in a cruel manner.","6","intermediate"
